region,site,block,plot,water,net,fruit,seeds,exclude_seeds_estimated,blocksite,MAT_hist,MAP_hist,Tsum_exp,PPT_sm_exp
Center,Tucannon,6,W,yes,no,1,18,,Tucannon 6,8.894,1041.48,18.96000004,34.29999924
Center,Tucannon,6,W,yes,no,2,11,,Tucannon 6,8.894,1041.48,18.96000004,34.29999924
Center,Tucannon,6,W,yes,no,3,46,,Tucannon 6,8.894,1041.48,18.96000004,34.29999924
Center,Tucannon,6,W,yes,no,4,37,,Tucannon 6,8.894,1041.48,18.96000004,34.29999924
North,Blue Lake,1,C,no,no,1,12,,Blue Lake 1,7,377.44,20.06500053,40.73999882
North,Blue Lake,1,C,no,no,2,40,,Blue Lake 1,7,377.44,20.06500053,40.73999882
North,Blue Lake,1,C,no,no,3,14,,Blue Lake 1,7,377.44,20.06500053,40.73999882
North,Blue Lake,1,P,no,yes,1,12,,Blue Lake 1,7,377.44,20.06500053,40.73999882
North,Blue Lake,1,PW,yes,yes,1,12,,Blue Lake 1,7,377.44,20.06500053,40.73999882
North,Blue Lake,1,PW,yes,yes,2,1,,Blue Lake 1,7,377.44,20.06500053,40.73999882
North,Blue Lake,1,PW,yes,yes,3,30,,Blue Lake 1,7,377.44,20.06500053,40.73999882
North,Blue Lake,1,PW,yes,yes,4,24,,Blue Lake 1,7,377.44,20.06500053,40.73999882
North,Blue Lake,1,W,yes,no,1,16,,Blue Lake 1,7,377.44,20.06500053,40.73999882
North,Blue Lake,1,W,yes,no,2,27,,Blue Lake 1,7,377.44,20.06500053,40.73999882
North,Blue Lake,1,W,yes,no,3,60,,Blue Lake 1,7,377.44,20.06500053,40.73999882
North,Blue Lake,1,W,yes,no,4,58,,Blue Lake 1,7,377.44,20.06500053,40.73999882
North,Blue Lake,2,C,no,no,1,9,,Blue Lake 2,7,377.44,20.06500053,40.73999882
North,Blue Lake,2,C,no,no,2,48,,Blue Lake 2,7,377.44,20.06500053,40.73999882
North,Blue Lake,2,C,no,no,3,24,,Blue Lake 2,7,377.44,20.06500053,40.73999882
North,Blue Lake,2,PW,yes,yes,1,7,,Blue Lake 2,7,377.44,20.06500053,40.73999882
North,Blue Lake,2,PW,yes,yes,2,14,,Blue Lake 2,7,377.44,20.06500053,40.73999882
North,Blue Lake,2,W,yes,no,1,20,,Blue Lake 2,7,377.44,20.06500053,40.73999882
North,Blue Lake,2,W,yes,no,2,20,,Blue Lake 2,7,377.44,20.06500053,40.73999882
North,Blue Lake,2,W,yes,no,3,24,,Blue Lake 2,7,377.44,20.06500053,40.73999882
North,Blue Lake,2,W,yes,no,4,12,,Blue Lake 2,7,377.44,20.06500053,40.73999882
North,Blue Lake,3,C,no,no,1,6,,Blue Lake 3,7,377.44,20.06500053,40.73999882
North,Blue Lake,3,C,no,no,2,28,,Blue Lake 3,7,377.44,20.06500053,40.73999882
North,Blue Lake,3,C,no,no,3,32,,Blue Lake 3,7,377.44,20.06500053,40.73999882
North,Blue Lake,3,C,no,no,4,20,,Blue Lake 3,7,377.44,20.06500053,40.73999882
North,Blue Lake,3,P,no,yes,1,12,,Blue Lake 3,7,377.44,20.06500053,40.73999882
North,Blue Lake,3,P,no,yes,2,27,,Blue Lake 3,7,377.44,20.06500053,40.73999882
North,Blue Lake,3,P,no,yes,3,18,,Blue Lake 3,7,377.44,20.06500053,40.73999882
North,Blue Lake,3,P,no,yes,4,36,,Blue Lake 3,7,377.44,20.06500053,40.73999882
North,Blue Lake,3,PW,yes,yes,1,24,,Blue Lake 3,7,377.44,20.06500053,40.73999882
North,Blue Lake,3,PW,yes,yes,2,25,,Blue Lake 3,7,377.44,20.06500053,40.73999882
North,Blue Lake,3,PW,yes,yes,3,12,,Blue Lake 3,7,377.44,20.06500053,40.73999882
North,Blue Lake,3,PW,yes,yes,4,33,,Blue Lake 3,7,377.44,20.06500053,40.73999882
North,Blue Lake,3,W,yes,no,1,60,,Blue Lake 3,7,377.44,20.06500053,40.73999882
North,Blue Lake,3,W,yes,no,2,30,,Blue Lake 3,7,377.44,20.06500053,40.73999882
North,Blue Lake,3,W,yes,no,3,33,,Blue Lake 3,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,C,no,no,1,32,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,C,no,no,2,56,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,C,no,no,3,51,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,C,no,no,4,28,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,P,no,yes,1,22,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,P,no,yes,2,26,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,P,no,yes,3,12,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,P,no,yes,4,10,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,PW,yes,yes,1,0,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,PW,yes,yes,2,21,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,PW,yes,yes,3,17,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,PW,yes,yes,4,60,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,W,yes,no,1,9,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,W,yes,no,2,30,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,W,yes,no,3,10,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,4,W,yes,no,4,20,,Blue Lake 4,7,377.44,20.06500053,40.73999882
North,Blue Lake,5,C,no,no,1,24,,Blue Lake 5,7,377.44,20.06500053,40.73999882
North,Blue Lake,5,C,no,no,2,20,,Blue Lake 5,7,377.44,20.06500053,40.73999882
North,Blue Lake,5,C,no,no,3,22,,Blue Lake 5,7,377.44,20.06500053,40.73999882
North,Blue Lake,5,C,no,no,4,64,,Blue Lake 5,7,377.44,20.06500053,40.73999882
North,Blue Lake,5,P,no,yes,1,3,,Blue Lake 5,7,377.44,20.06500053,40.73999882
North,Blue Lake,5,P,no,yes,2,2,,Blue Lake 5,7,377.44,20.06500053,40.73999882
North,Blue Lake,5,P,no,yes,3,12,,Blue Lake 5,7,377.44,20.06500053,40.73999882
North,Blue Lake,5,P,no,yes,4,42,,Blue Lake 5,7,377.44,20.06500053,40.73999882
North,Blue Lake,5,PW,yes,yes,1,0,,Blue Lake 5,7,377.44,20.06500053,40.73999882
North,Blue Lake,5,PW,yes,yes,2,9,,Blue Lake 5,7,377.44,20.06500053,40.73999882
North,Blue Lake,5,PW,yes,yes,3,8,,Blue Lake 5,7,377.44,20.06500053,40.73999882
North,Blue Lake,5,PW,yes,yes,4,14,,Blue Lake 5,7,377.44,20.06500053,40.73999882
North,Blue Lake,5,W,yes,no,1,32,,Blue Lake 5,7,377.44,20.06500053,40.73999882
North,Blue Lake,5,W,yes,no,2,22,,Blue Lake 5,7,377.44,20.06500053,40.73999882
North,Blue Lake,5,W,yes,no,3,26,,Blue Lake 5,7,377.44,20.06500053,40.73999882
North,Blue Lake,6,C,no,no,1,22,,Blue Lake 6,7,377.44,20.06500053,40.73999882
North,Blue Lake,6,C,no,no,2,26,,Blue Lake 6,7,377.44,20.06500053,40.73999882
North,Blue Lake,6,C,no,no,3,58,,Blue Lake 6,7,377.44,20.06500053,40.73999882
North,Blue Lake,6,C,no,no,4,44,,Blue Lake 6,7,377.44,20.06500053,40.73999882
North,Blue Lake,6,P,no,yes,1,0,,Blue Lake 6,7,377.44,20.06500053,40.73999882
North,Blue Lake,6,P,no,yes,2,24,,Blue Lake 6,7,377.44,20.06500053,40.73999882
North,Blue Lake,6,P,no,yes,3,30,,Blue Lake 6,7,377.44,20.06500053,40.73999882
North,Blue Lake,6,P,no,yes,4,32,,Blue Lake 6,7,377.44,20.06500053,40.73999882
North,Blue Lake,6,PW,yes,yes,1,38,,Blue Lake 6,7,377.44,20.06500053,40.73999882
North,Blue Lake,6,PW,yes,yes,2,6,,Blue Lake 6,7,377.44,20.06500053,40.73999882
North,Blue Lake,6,PW,yes,yes,3,3,,Blue Lake 6,7,377.44,20.06500053,40.73999882
North,Blue Lake,6,W,yes,no,1,24,,Blue Lake 6,7,377.44,20.06500053,40.73999882
North,Blue Lake,6,W,yes,no,2,28,,Blue Lake 6,7,377.44,20.06500053,40.73999882
North,Blue Lake,6,W,yes,no,3,40,,Blue Lake 6,7,377.44,20.06500053,40.73999882
North,Blue Lake,6,W,yes,no,4,32,,Blue Lake 6,7,377.44,20.06500053,40.73999882
North,Rock Creek,1,C,no,no,1,60,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,1,C,no,no,2,54,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,1,C,no,no,3,10,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,1,C,no,no,4,32,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,1,P,no,yes,1,0,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,1,P,no,yes,2,6,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,1,P,no,yes,3,9,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,1,P,no,yes,4,22,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,1,PW,yes,yes,1,1,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,1,PW,yes,yes,2,0,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,1,PW,yes,yes,3,0,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,1,PW,yes,yes,4,0,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,1,W,yes,no,1,39,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,1,W,yes,no,2,26,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,1,W,yes,no,3,40,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,1,W,yes,no,4,12,,Rock Creek 1,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,2,C,no,no,1,24,,Rock Creek 2,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,2,C,no,no,2,12,,Rock Creek 2,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,2,C,no,no,3,36,,Rock Creek 2,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,2,P,no,yes,1,8,,Rock Creek 2,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,2,P,no,yes,2,0,,Rock Creek 2,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,2,P,no,yes,3,0,,Rock Creek 2,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,2,P,no,yes,4,3,,Rock Creek 2,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,2,PW,yes,yes,1,21,,Rock Creek 2,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,2,PW,yes,yes,2,6,,Rock Creek 2,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,2,PW,yes,yes,3,5,,Rock Creek 2,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,2,PW,yes,yes,4,16,,Rock Creek 2,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,2,W,yes,no,1,63,,Rock Creek 2,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,2,W,yes,no,2,30,,Rock Creek 2,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,2,W,yes,no,3,6,,Rock Creek 2,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,2,W,yes,no,4,20,,Rock Creek 2,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,C,no,no,1,6,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,C,no,no,2,46,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,C,no,no,3,32,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,C,no,no,4,69,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,P,no,yes,1,31,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,P,no,yes,2,5,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,P,no,yes,3,9,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,P,no,yes,4,6,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,PW,yes,yes,1,0,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,PW,yes,yes,2,6,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,PW,yes,yes,3,10,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,PW,yes,yes,4,0,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,W,yes,no,1,10,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,W,yes,no,2,6,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,W,yes,no,3,52,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,3,W,yes,no,4,26,,Rock Creek 3,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,C,no,no,1,2,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,C,no,no,2,4,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,C,no,no,3,36,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,C,no,no,4,90,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,P,no,yes,1,23,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,P,no,yes,2,42,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,P,no,yes,3,4,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,P,no,yes,4,22,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,PW,yes,yes,1,0,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,PW,yes,yes,2,6,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,PW,yes,yes,3,6,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,PW,yes,yes,4,25,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,W,yes,no,1,32,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,W,yes,no,2,11,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,W,yes,no,3,2,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,4,W,yes,no,4,44,,Rock Creek 4,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,C,no,no,1,12,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,C,no,no,2,47,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,C,no,no,3,42,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,C,no,no,4,52,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,P,no,yes,1,15,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,P,no,yes,2,32,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,P,no,yes,3,12,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,P,no,yes,4,15,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,PW,yes,yes,1,20,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,PW,yes,yes,2,14,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,PW,yes,yes,3,35,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,PW,yes,yes,4,23,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,W,yes,no,1,2,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,W,yes,no,2,54,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,W,yes,no,3,10,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,5,W,yes,no,4,42,,Rock Creek 5,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,C,no,no,1,24,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,C,no,no,2,22,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,C,no,no,3,0,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,C,no,no,4,22,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,P,no,yes,1,0,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,P,no,yes,2,8,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,P,no,yes,3,16,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,P,no,yes,4,22,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,PW,yes,yes,1,18,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,PW,yes,yes,2,12,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,PW,yes,yes,3,14,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,PW,yes,yes,4,4,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,W,yes,no,1,33,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,W,yes,no,2,30,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,W,yes,no,3,18,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
North,Rock Creek,6,W,yes,no,4,41,,Rock Creek 6,5.982,356.18,19.13500023,52.35999918
Southwest,Highway 26,1,C,no,no,1,14,,Highway 26 1,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,1,C,no,no,2,11,,Highway 26 1,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,1,C,no,no,3,20,,Highway 26 1,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,1,C,no,no,4,28,,Highway 26 1,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,1,P,no,yes,1,0,,Highway 26 1,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,1,P,no,yes,2,0,,Highway 26 1,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,1,P,no,yes,3,5,,Highway 26 1,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,1,P,no,yes,4,4,,Highway 26 1,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,1,PW,yes,yes,1,0,,Highway 26 1,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,1,PW,yes,yes,2,0,,Highway 26 1,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,1,PW,yes,yes,3,0,,Highway 26 1,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,1,PW,yes,yes,4,8,,Highway 26 1,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,1,W,yes,no,1,5,,Highway 26 1,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,2,C,no,no,1,7,,Highway 26 2,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,2,C,no,no,2,12,,Highway 26 2,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,2,C,no,no,3,6,,Highway 26 2,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,2,C,no,no,4,25,,Highway 26 2,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,2,P,no,yes,1,0,,Highway 26 2,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,2,P,no,yes,2,1,,Highway 26 2,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,2,P,no,yes,3,0,,Highway 26 2,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,2,P,no,yes,4,7,,Highway 26 2,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,2,PW,yes,yes,1,0,,Highway 26 2,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,2,PW,yes,yes,2,1,,Highway 26 2,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,2,PW,yes,yes,3,10,,Highway 26 2,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,2,PW,yes,yes,4,9,,Highway 26 2,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,2,W,yes,no,1,9,,Highway 26 2,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,2,W,yes,no,2,17,,Highway 26 2,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,2,W,yes,no,3,21,,Highway 26 2,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,3,C,no,no,1,8,,Highway 26 3,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,3,C,no,no,2,20,,Highway 26 3,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,3,C,no,no,3,22,,Highway 26 3,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,3,P,no,yes,1,0,,Highway 26 3,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,3,P,no,yes,2,0,,Highway 26 3,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,3,P,no,yes,3,19,,Highway 26 3,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,3,PW,yes,yes,1,0,,Highway 26 3,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,3,PW,yes,yes,2,11,,Highway 26 3,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,3,PW,yes,yes,3,11,,Highway 26 3,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,3,PW,yes,yes,4,8,,Highway 26 3,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,3,W,yes,no,1,11,,Highway 26 3,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,3,W,yes,no,2,13,,Highway 26 3,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,3,W,yes,no,3,7,,Highway 26 3,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,3,W,yes,no,4,8,,Highway 26 3,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,4,C,no,no,1,1,,Highway 26 4,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,4,C,no,no,2,4,,Highway 26 4,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,4,C,no,no,3,9,,Highway 26 4,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,4,C,no,no,4,17,,Highway 26 4,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,4,P,no,yes,1,3,,Highway 26 4,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,4,P,no,yes,2,3,,Highway 26 4,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,4,P,no,yes,3,1,,Highway 26 4,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,4,P,no,yes,4,0,,Highway 26 4,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,4,PW,yes,yes,1,2,,Highway 26 4,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,4,PW,yes,yes,2,4,,Highway 26 4,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,4,PW,yes,yes,3,10,,Highway 26 4,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,4,PW,yes,yes,4,0,,Highway 26 4,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,4,W,yes,no,1,23,,Highway 26 4,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,4,W,yes,no,2,21,,Highway 26 4,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,5,C,no,no,1,31,,Highway 26 5,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,5,C,no,no,2,6,,Highway 26 5,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,5,P,no,yes,1,9,,Highway 26 5,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,5,P,no,yes,2,14,,Highway 26 5,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,5,P,no,yes,3,1,,Highway 26 5,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,5,P,no,yes,4,0,,Highway 26 5,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,5,PW,yes,yes,1,0,,Highway 26 5,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,5,PW,yes,yes,2,5,,Highway 26 5,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,5,PW,yes,yes,3,7,,Highway 26 5,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,5,PW,yes,yes,4,0,,Highway 26 5,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,5,W,yes,no,1,10,,Highway 26 5,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,5,W,yes,no,2,20,,Highway 26 5,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,5,W,yes,no,3,23,,Highway 26 5,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,5,W,yes,no,4,24,,Highway 26 5,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,6,C,no,no,1,15,,Highway 26 6,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,6,C,no,no,2,38,,Highway 26 6,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,6,C,no,no,3,12,,Highway 26 6,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,6,P,no,yes,1,0,,Highway 26 6,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,6,P,no,yes,2,1,,Highway 26 6,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,6,P,no,yes,3,2,,Highway 26 6,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,6,P,no,yes,4,0,,Highway 26 6,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,6,PW,yes,yes,1,1,,Highway 26 6,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,6,PW,yes,yes,2,4,,Highway 26 6,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,6,PW,yes,yes,3,0,,Highway 26 6,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,6,PW,yes,yes,4,5,,Highway 26 6,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,6,W,yes,no,1,16,,Highway 26 6,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,6,W,yes,no,2,40,,Highway 26 6,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,6,W,yes,no,3,6,,Highway 26 6,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,6,W,yes,no,4,6,,Highway 26 6,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,7,C,no,no,1,10,,Highway 26 7,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,7,C,no,no,2,6,,Highway 26 7,7.54,394.86,17.36499977,43.79999924
